gpu,sms,path,method,destination,pf_shape,routing,route_seed,repeats,flush_mb,E,N,I,H,TOPK,expert_pool,live_experts,assignments,min_tokens_per_live_expert,max_tokens_per_live_expert,ms,median_live_CTA_cyc,W_bytes,S_bytes,X_useful_bytes,X_consumer_bytes,X_global_bytes,pf_requested_bytes,X_useful_GBps,X_consumer_GBps,X_global_GBps,pf_requested_GBps,total_useful_GBps,total_consumer_GBps,checksum
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_direct,rmem,none,uniform_hash_scattered_pool,0x6a09e667,20,512,384,128,2048,7168,8,384,356,1024,1,8,9.194927,10918443,10452205568,1306525696,58720256,1879048192,1879048192,0,6.386158,204.357049,204.357049,0.000000,1285.214254,1483.185145,0x7ae620bbfcffa00d
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_direct,rmem,1x128B_current,uniform_hash_scattered_pool,0x6a09e667,20,512,384,128,2048,7168,8,384,356,1024,1,8,9.408943,11706526,10452205568,1306525696,58720256,1879048192,1879048192,58720256,6.240898,199.708741,199.708741,6.240898,1255.980751,1449.448594,0x7ae620bbfcffa00d
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_direct,rmem,2x64B_current,uniform_hash_scattered_pool,0x6a09e667,20,512,384,128,2048,7168,8,384,356,1024,1,8,9.369264,11515425,10452205568,1306525696,58720256,1879048192,1879048192,58720256,6.267329,200.554522,200.554522,6.267329,1261.299923,1455.587116,0x7ae620bbfcffa00d
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128x2_current_lead1_direct,rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x6a09e667,20,512,384,128,2048,7168,8,384,356,1024,1,8,9.040192,10966782,10452205568,1306525696,58720256,1879048192,1879048192,116916224,6.495466,207.854907,207.854907,12.932936,1307.212499,1508.571940,0x7ae620bbfcffa00d
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_lead1_direct,rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x6a09e667,20,512,384,128,2048,7168,8,384,356,1024,1,8,8.977760,10850480,10452205568,1306525696,58720256,1879048192,1879048192,116916224,6.540635,209.300329,209.300329,13.022872,1316.302853,1519.062548,0x7ae620bbfcffa00d
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_wait0_lead1_async_direct,rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x6a09e667,20,512,384,128,2048,7168,8,384,356,1024,1,8,9.068064,10968974,10452205568,1306525696,58720256,1879048192,1879048192,116916224,6.475501,207.216033,207.216033,12.893185,1303.194581,1503.935113,0x7ae620bbfcffa00d
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_tma_smem,smem_then_rmem,none,uniform_hash_scattered_pool,0x6a09e667,20,512,384,128,2048,7168,8,384,356,1024,1,8,9.030544,11077035,10452205568,1306525696,58720256,1879048192,58720256,0,6.502405,208.076959,6.502405,0.000000,1308.609000,1510.183554,0x7ae620bbfcffa00d
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_tma_smem,smem_then_rmem,1x128B_current,uniform_hash_scattered_pool,0x6a09e667,20,512,384,128,2048,7168,8,384,356,1024,1,8,9.039712,10989030,10452205568,1306525696,58720256,1879048192,58720256,58720256,6.495811,207.865937,6.495811,6.495811,1307.281867,1508.651993,0x7ae620bbfcffa00d
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_tma_smem,smem_then_rmem,2x64B_current,uniform_hash_scattered_pool,0x6a09e667,20,512,384,128,2048,7168,8,384,356,1024,1,8,9.008801,10918264,10452205568,1306525696,58720256,1879048192,58720256,58720256,6.518099,208.579177,6.518099,6.518099,1311.767478,1513.828555,0x7ae620bbfcffa00d
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128x2_current_lead1_tma_smem,smem_then_rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x6a09e667,20,512,384,128,2048,7168,8,384,356,1024,1,8,8.970800,10854047,10452205568,1306525696,58720256,1879048192,58720256,116916224,6.545710,209.462713,6.545710,13.032976,1317.324095,1520.241099,0x7ae620bbfcffa00d
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_lead1_tma_smem,smem_then_rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x6a09e667,20,512,384,128,2048,7168,8,384,356,1024,1,8,8.994400,10839022,10452205568,1306525696,58720256,1879048192,58720256,116916224,6.528535,208.913122,6.528535,12.998780,1313.867683,1516.252270,0x7ae620bbfcffa00d
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_wait0_lead1_async_tma_smem,smem_then_rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x6a09e667,20,512,384,128,2048,7168,8,384,356,1024,1,8,8.557664,10283194,10452205568,1306525696,58720256,1879048192,58720256,116916224,6.861716,219.574899,6.861716,13.662166,1380.920264,1593.633448,0x7ae620bbfcffa00d
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,no_pf_direct,rmem,none,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,7.919920,9258041,10687086592,1335885824,58720256,1879048192,1879048192,0,7.414249,237.255957,237.255957,0.000000,1525.481662,1755.323370,0x20e2b2dca27f8eed
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf128_current_direct,rmem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,7.962720,9411959,10687086592,1335885824,58720256,1879048192,1879048192,58720256,7.374397,235.980696,235.980696,7.374397,1517.282134,1745.888434,0x20e2b2dca27f8eed
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x2_current_direct,rmem,2x64B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,7.950624,9406463,10687086592,1335885824,58720256,1879048192,1879048192,58720256,7.385616,236.339713,236.339713,7.385616,1519.590499,1748.544596,0x20e2b2dca27f8eed
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf128x2_current_lead1_direct,rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,7.952256,9383614,10687086592,1335885824,58720256,1879048192,1879048192,116916224,7.384100,236.291204,236.291204,14.702271,1519.278600,1748.185704,0x20e2b2dca27f8eed
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x4_current_lead1_direct,rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,7.976976,9409466,10687086592,1335885824,58720256,1879048192,1879048192,116916224,7.361217,235.558951,235.558951,14.656709,1514.570443,1742.768177,0x20e2b2dca27f8eed
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x4_current_wait0_lead1_async_direct,rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,7.955088,9413540,10687086592,1335885824,58720256,1879048192,1879048192,116916224,7.381472,236.207101,236.207101,14.697038,1518.737842,1747.563471,0x20e2b2dca27f8eed
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,no_pf_tma_smem,smem_then_rmem,none,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,7.962416,9541478,10687086592,1335885824,58720256,1879048192,58720256,0,7.374679,235.989713,7.374679,0.000000,1517.340106,1745.955140,0x20e2b2dca27f8eed
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf128_current_tma_smem,smem_then_rmem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,7.958912,9490112,10687086592,1335885824,58720256,1879048192,58720256,58720256,7.377925,236.093604,7.377925,7.377925,1518.008093,1746.723772,0x20e2b2dca27f8eed
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x2_current_tma_smem,smem_then_rmem,2x64B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,7.960304,9482240,10687086592,1335885824,58720256,1879048192,58720256,58720256,7.376635,236.052308,7.376635,7.376635,1517.742573,1746.418247,0x20e2b2dca27f8eed
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf128x2_current_lead1_tma_smem,smem_then_rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,7.960336,9479538,10687086592,1335885824,58720256,1879048192,58720256,116916224,7.376605,236.051360,7.376605,14.687347,1517.736482,1746.411237,0x20e2b2dca27f8eed
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x4_current_lead1_tma_smem,smem_then_rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,7.968240,9490570,10687086592,1335885824,58720256,1879048192,58720256,116916224,7.369288,235.817225,7.369288,14.672779,1516.231062,1744.678999,0x20e2b2dca27f8eed
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x4_current_wait0_lead1_async_tma_smem,smem_then_rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,7.978416,9439726,10687086592,1335885824,58720256,1879048192,58720256,116916224,7.359889,235.516448,7.359889,14.654065,1514.297164,1742.453724,0x20e2b2dca27f8eed
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,no_pf_direct,rmem,none,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,11.738368,12368506,10687086592,1335885824,58720256,1879048192,1879048192,0,5.002421,160.077464,160.077464,0.000000,1029.248072,1184.323116,0x2ee81700a357e561
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128_current_direct,rmem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,11.084320,12158435,10687086592,1335885824,58720256,1879048192,1879048192,58720256,5.297597,169.523090,169.523090,5.297597,1089.980495,1254.205988,0x2ee81700a357e561
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x2_current_direct,rmem,2x64B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,10.738239,11751297,10687086592,1335885824,58720256,1879048192,1879048192,58720256,5.468332,174.986619,174.986619,5.468332,1125.109280,1294.627567,0x2ee81700a357e561
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128x2_current_lead1_direct,rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,10.602385,11645214,10687086592,1335885824,58720256,1879048192,1879048192,116916224,5.538401,177.228828,177.228828,11.027352,1139.525981,1311.216408,0x2ee81700a357e561
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_lead1_direct,rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,10.334672,11302780,10687086592,1335885824,58720256,1879048192,1879048192,116916224,5.681869,181.819819,181.819819,11.313008,1169.044620,1345.182570,0x2ee81700a357e561
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_wait0_lead1_async_direct,rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,10.978912,11642284,10687086592,1335885824,58720256,1879048192,1879048192,116916224,5.348458,171.150669,171.150669,10.649163,1100.445316,1266.247526,0x2ee81700a357e561
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,no_pf_tma_smem,smem_then_rmem,none,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,10.825328,12751378,10687086592,1335885824,58720256,1879048192,58720256,0,5.424340,173.578871,5.424340,0.000000,1116.057898,1284.212429,0x2ee81700a357e561
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128_current_tma_smem,smem_then_rmem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.556623,10640367,10687086592,1335885824,58720256,1879048192,58720256,58720256,6.144456,196.622604,6.144456,6.144456,1264.221901,1454.700048,0x2ee81700a357e561
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x2_current_tma_smem,smem_then_rmem,2x64B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.494608,10491319,10687086592,1335885824,58720256,1879048192,58720256,58720256,6.184590,197.906876,6.184590,6.184590,1272.479366,1464.201652,0x2ee81700a357e561
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128x2_current_lead1_tma_smem,smem_then_rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.498159,10421008,10687086592,1335885824,58720256,1879048192,58720256,116916224,6.182277,197.832876,6.182277,12.309356,1272.003570,1463.654168,0x2ee81700a357e561
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_lead1_tma_smem,smem_then_rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.508495,10340994,10687086592,1335885824,58720256,1879048192,58720256,116916224,6.175557,197.617828,6.175557,12.295975,1270.620877,1462.063147,0x2ee81700a357e561
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_wait0_lead1_async_tma_smem,smem_then_rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.163952,9757095,10687086592,1335885824,58720256,1879048192,58720256,116916224,6.407744,205.047802,6.407744,12.758276,1318.393291,1517.033350,0x2ee81700a357e561
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_direct,rmem,none,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.371296,10972258,10687086592,1335885824,58720256,1879048192,1879048192,0,6.265970,200.511029,200.511029,0.000000,1289.223258,1483.468318,0xfef2dd962f8a0ae4
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_direct,rmem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.551664,11602561,10687086592,1335885824,58720256,1879048192,1879048192,58720256,6.147647,196.724688,196.724688,6.147647,1264.878269,1455.455311,0xfef2dd962f8a0ae4
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_direct,rmem,2x64B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.521919,11401070,10687086592,1335885824,58720256,1879048192,1879048192,58720256,6.166851,197.339228,197.339228,6.166851,1268.829566,1460.001943,0xfef2dd962f8a0ae4
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128x2_current_lead1_direct,rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.212512,10933509,10687086592,1335885824,58720256,1879048192,1879048192,116916224,6.373968,203.966973,203.966973,12.691025,1311.443898,1509.036904,0xfef2dd962f8a0ae4
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_lead1_direct,rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.156352,10845116,10687086592,1335885824,58720256,1879048192,1879048192,116916224,6.413062,205.217993,205.217993,12.768865,1319.487566,1518.292497,0xfef2dd962f8a0ae4
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_wait0_lead1_async_direct,rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.223152,10945979,10687086592,1335885824,58720256,1879048192,1879048192,116916224,6.366615,203.731670,203.731670,12.676385,1309.930972,1507.296027,0xfef2dd962f8a0ae4
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_tma_smem,smem_then_rmem,none,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.258575,10998151,10687086592,1335885824,58720256,1879048192,58720256,0,6.342256,202.952193,6.342256,0.000000,1304.919180,1501.529117,0xfef2dd962f8a0ae4
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_tma_smem,smem_then_rmem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.268896,10932518,10687086592,1335885824,58720256,1879048192,58720256,58720256,6.335194,202.726212,6.335194,6.335194,1303.466188,1499.857206,0xfef2dd962f8a0ae4
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_tma_smem,smem_then_rmem,2x64B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.252448,10906321,10687086592,1335885824,58720256,1879048192,58720256,58720256,6.346456,203.086597,6.346456,6.346456,1305.783352,1502.523493,0xfef2dd962f8a0ae4
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128x2_current_lead1_tma_smem,smem_then_rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.210352,10809220,10687086592,1335885824,58720256,1879048192,58720256,116916224,6.375463,204.014809,6.375463,12.694002,1311.751467,1509.390813,0xfef2dd962f8a0ae4
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_lead1_tma_smem,smem_then_rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,9.237904,10831257,10687086592,1335885824,58720256,1879048192,58720256,116916224,6.356448,203.406344,6.356448,12.656142,1307.839224,1504.889120,0xfef2dd962f8a0ae4
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_wait0_lead1_async_tma_smem,smem_then_rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,384,364,1024,1,11,8.817265,10265480,10687086592,1335885824,58720256,1879048192,58720256,116916224,6.659691,213.110107,6.659691,13.259920,1370.231390,1576.681806,0xfef2dd962f8a0ae4
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,no_pf_direct,rmem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,7.840000,9199216,10569646080,1321205760,58720256,1879048192,1879048192,0,7.489828,239.674510,239.674510,0.000000,1524.180085,1756.364766,0xbd3b30415de8ace8
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf128_current_direct,rmem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,7.887600,9289405,10569646080,1321205760,58720256,1879048192,1879048192,58720256,7.444629,238.228131,238.228131,7.444629,1514.982020,1745.765522,0xbd3b30415de8ace8
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x2_current_direct,rmem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,7.879488,9278950,10569646080,1321205760,58720256,1879048192,1879048192,58720256,7.452293,238.473387,238.473387,7.452293,1516.541698,1747.562792,0xbd3b30415de8ace8
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf128x2_current_lead1_direct,rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,7.886624,9259941,10569646080,1321205760,58720256,1879048192,1879048192,116916224,7.445550,238.257601,238.257601,14.824622,1515.169429,1745.981480,0xbd3b30415de8ace8
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x4_current_lead1_direct,rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,7.879744,9238574,10569646080,1321205760,58720256,1879048192,1879048192,116916224,7.452051,238.465638,238.465638,14.837566,1516.492416,1747.506003,0xbd3b30415de8ace8
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x4_current_wait0_lead1_async_direct,rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,7.896512,9254384,10569646080,1321205760,58720256,1879048192,1879048192,116916224,7.436227,237.959264,237.959264,14.806059,1513.272195,1743.795232,0xbd3b30415de8ace8
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,no_pf_tma_smem,smem_then_rmem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,7.900992,9525375,10569646080,1321205760,58720256,1879048192,58720256,0,7.432010,237.824326,7.432010,0.000000,1512.414074,1742.806390,0xbd3b30415de8ace8
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf128_current_tma_smem,smem_then_rmem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,7.900016,9443939,10569646080,1321205760,58720256,1879048192,58720256,58720256,7.432929,237.853725,7.432929,7.432929,1512.601032,1743.021828,0xbd3b30415de8ace8
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x2_current_tma_smem,smem_then_rmem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,7.911200,9437273,10569646080,1321205760,58720256,1879048192,58720256,58720256,7.422421,237.517466,7.422421,7.422421,1510.462639,1740.557684,0xbd3b30415de8ace8
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf128x2_current_lead1_tma_smem,smem_then_rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,7.901152,9451914,10569646080,1321205760,58720256,1879048192,58720256,116916224,7.431860,237.819518,7.431860,14.797364,1512.383497,1742.771155,0xbd3b30415de8ace8
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x4_current_lead1_tma_smem,smem_then_rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,7.920448,9444916,10569646080,1321205760,58720256,1879048192,58720256,116916224,7.413754,237.240131,7.413754,14.761314,1508.698957,1738.525334,0xbd3b30415de8ace8
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x4_current_wait0_lead1_async_tma_smem,smem_then_rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,7.912704,9352971,10569646080,1321205760,58720256,1879048192,58720256,116916224,7.421010,237.472322,7.421010,14.775761,1510.175549,1740.226861,0xbd3b30415de8ace8
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,no_pf_direct,rmem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,11.680592,12313665,10569646080,1321205760,58720256,1879048192,1879048192,0,5.027165,160.869266,160.869266,0.000000,1023.027987,1178.870088,0x721d04fe0d78eb0e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128_current_direct,rmem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,11.003008,12191592,10569646080,1321205760,58720256,1879048192,1879048192,58720256,5.336746,170.775865,170.775865,5.336746,1086.027768,1251.466887,0x721d04fe0d78eb0e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x2_current_direct,rmem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,10.685504,11812667,10569646080,1321205760,58720256,1879048192,1879048192,58720256,5.495319,175.850217,175.850217,5.495319,1118.297475,1288.652373,0x721d04fe0d78eb0e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128x2_current_lead1_direct,rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,10.551825,11714764,10569646080,1321205760,58720256,1879048192,1879048192,116916224,5.564939,178.078036,178.078036,11.080190,1132.465008,1304.978105,0x721d04fe0d78eb0e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_lead1_direct,rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,10.263856,11383665,10569646080,1321205760,58720256,1879048192,1879048192,116916224,5.721072,183.074295,183.074295,11.391062,1164.238097,1341.591320,0x721d04fe0d78eb0e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_wait0_lead1_async_direct,rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,10.925824,11618146,10569646080,1321205760,58720256,1879048192,1879048192,116916224,5.374446,171.982284,171.982284,10.700907,1093.699836,1260.307673,0x721d04fe0d78eb0e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,no_pf_tma_smem,smem_then_rmem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,10.747313,12750670,10569646080,1321205760,58720256,1879048192,58720256,0,5.463715,174.838890,5.463715,0.000000,1111.866064,1281.241238,0x721d04fe0d78eb0e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128_current_tma_smem,smem_then_rmem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.521872,10729001,10569646080,1321205760,58720256,1879048192,58720256,58720256,6.166882,197.340216,6.166882,6.166882,1254.960436,1446.133771,0x721d04fe0d78eb0e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x2_current_tma_smem,smem_then_rmem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.468544,10596880,10569646080,1321205760,58720256,1879048192,58720256,58720256,6.201614,198.451651,6.201614,6.201614,1262.028469,1454.278506,0x721d04fe0d78eb0e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128x2_current_lead1_tma_smem,smem_then_rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.481680,10520786,10569646080,1321205760,58720256,1879048192,58720256,116916224,6.193022,198.176716,6.193022,12.330750,1260.280056,1452.263750,0x721d04fe0d78eb0e
